001585DE105E7D335AFB2632C5E7B0344BFDECB1A8E0131BF67CD0C27D5692CC.apk,Violin Tools Free,9,0,0,0,0,1,3,0,3,68,68,0,68,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,59.89000177,0,0,0,0,0,0,0,0,0,56.75201917
0026A51B4ECC5FE71EE65A0CED185854746681E4EDDC946B363D3A6CF770A341.apk,Diosa Force,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938142776,0,0,0,0,0,0,0,0,0,9.790225267
002E5A02CF9D480B8648AB53D8F04C86C281550532C6A23EFBA58B02ADA8F06D.apk,Hell Skull Cranial,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.550573826,0,0,0,0,0,0,0,0,0,21.76826549
00651BD6A17AC02A7565AFB4C66C943912B2384BF9FB2DB08BAAD63DDAE925A9.apk,Simple Hairstyle Tutorial,9,0,0,0,0,2,4,0,6,71,71,0,71,0,0,0,0,5,9,2,2,0,0,0,0,0,0,0,0,0,9.711225986,0,0,0,0,0,0,0,0,0,23.43506861
008092F6B710F7895C29257193628CB1BB97E2D46667E927F89A5A2EA4B4F274.apk,Eco Gestion,15,5,1,2,2,5,11,5,18,236,236,0,236,1,4,1,4,13,18,3,3,0,0,0,0,0,1,1,2,2,79.7450583,1,14,0,0,0,0,0,0,0,137.0132177
008557084EA5C33AF9B8CD5F3388B2C02AB89CEE63D1DB788446AA59A50C3699.apk,민들레교회,8,6,1,1,1,1,1,6,4,26,26,0,26,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,2,0,5.113350391,1,3,0,0,0,0,0,2,0,25.63330364
00930D68B2D17B2A6B2E4376EFA4A4D085EBE63D9EB51DC35207F4A511AA09D3.apk,Connect Water Pipes,15,1,0,1,1,1,6,1,3,185,185,0,185,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,57.49677324,0,0,0,0,0,0,0,0,0,50.60697818
00A76B74FF1068F753667E26B3254676BFF32BFCABB4B11242A5404B163C62B8.apk,Board Kings,16,114,6,7,7,11,15,114,46,729,251,91,231,1,4,1,4,5,12,4,7,0,0,0,0,0,1,1,1,0,79.99660993,1,23,0,0,0,0,0,0,0,253.8338835
00A871A024F61593E52437930F3B01B55B83E5557AE793A15F577E475FECCC36.apk,Know About Surgery Treatment,15,4,0,2,2,1,7,4,3,198,198,0,198,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,82.89487743,0,0,0,0,0,0,0,0,0,72.49182892
00D0847A5CE6273371D5D888A2E7FBEB6A20265C5578B844189527A6EA8A1040.apk,Fireworks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.880306005,0,0,0,0,0,0,0,0,0,12.902143
00EEFD684D6441D858406DFCEA5D9A425ABA7DEDA7CADDF0F24A20099957B4DE.apk,Slenderclown Chapter 1,16,8,1,2,2,2,6,8,8,268,268,0,268,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,37.66103554,1,2,0,0,0,0,0,0,0,122.0615392
00F2F15DE39636B6006046D5F4FBB1A0C4C6D02A427E1188377718B8A2199884.apk,Investors,14,17,3,0,1,1,1,17,11,83,83,0,83,1,2,0,0,9,18,2,6,0,0,0,0,0,0,0,0,0,65.01167655,1,10,0,0,0,0,0,0,0,167.5824723
01074BD988051B2B60592F1FD7AACE29CCD0F0310018982E956881AEF3513F0F.apk,MNPGA Jr Golf,15,0,0,0,0,1,2,0,10,18,18,0,18,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,31.5915153,0,0,0,0,0,0,0,0,0,47.56870103
01135DEF72E25C41DB6427076FFF7042E95FC905E0653FC80957DF74BC7C3497.apk,Fair Play,14,0,0,0,0,3,4,0,24,79,79,0,79,0,0,0,0,4,7,2,2,0,0,0,0,0,0,0,0,0,28.75282955,0,0,0,0,0,0,0,0,0,44.18961716
0146A32700CA2C944E92FF1E112CB0EBB9901EF230611260D9FBF8B9A211D670.apk,Solitaire,10,36,2,13,11,27,40,36,112,1214,179,31,161,2,6,1,4,9,15,8,14,0,0,0,0,0,1,1,3,2,72.50916982,1,48,0,0,0,0,0,0,0,331.5178533
0156A09E9E95C5CECCF15557CA52A553D772C53ECE32F90AB4774877AFA5025E.apk,Test Inteligencia,9,0,0,0,0,1,3,0,3,60,60,0,60,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,31.25510192,0,0,0,0,0,0,0,0,0,45.00873208
018DAE751868C3DDDE59DC4C927CAC9DC7A275AC1414A1D7185B35F6736DBC51.apk,Water Energizer Free,7,13,2,1,2,2,2,13,5,50,50,0,50,0,0,0,0,4,6,1,3,0,0,0,0,0,0,0,0,0,53.89149785,1,0,0,0,0,0,0,0,0,140.8085463
018EDCE7A2B1B05504BFC14F43562B0063FBAC1198FA3C8A1BB9CCEB1B89BC13.apk,Dansk Kalender,10,32,2,2,2,1,5,32,3,166,166,0,166,10,22,0,0,20,39,1,1,0,0,0,0,0,6,0,2,0,29.15272141,1,18,0,0,0,1,0,1,0,80.95081568
019ED87258B7295D7E05134F8068B1B7FACC99F1BCE62D52029DC88D3879A47A.apk,Gurbani Ringtones,9,0,0,0,0,2,4,0,3,92,92,0,92,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,42.69427681,0,0,0,0,0,0,0,0,0,46.72973466
01A9F0950803100EC8808805662771EC2F45B5D5014E2B6878583E6DC47864EE.apk,Feedmaster,16,1,0,1,1,2,3,1,7,113,113,0,113,1,4,1,4,5,10,0,0,0,0,0,0,0,1,1,4,4,23.30049539,0,0,0,0,0,0,0,0,0,31.11915708
01E7921A041B568E1D4EE2A2E54D905BA9C40194FA5972CE7C8AAC9B566FCF94.apk,ABBA Series 2,9,23,1,2,2,2,7,23,5,215,215,0,215,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,24.78724504,1,7,0,0,0,0,0,2,0,58.00202465
01EA8D6D74C919A0E9FB278DC661A2017C7710043D191526B34DDAA6BDD3FE81.apk,Motown Ringtones,15,261,5,4,5,14,20,261,42,828,303,0,297,2,5,1,4,18,21,6,9,0,0,0,0,0,2,1,15,3,62.02787232,1,47,0,0,0,0,0,0,0,177.0028923
020760DA54BD02DDBE5ACD02A96A70042742E8FCD3D0388D529166305440C393.apk,Wallpapers (S7),13,31,4,5,5,6,12,31,34,408,408,0,408,1,1,0,0,21,35,1,3,0,0,0,0,0,0,0,2,2,61.32639217,1,25,0,0,0,0,0,1,0,194.4014938
02130BEC874BB133A33F8D38A384629702FFC502274470D0237CDB19BE951F24.apk,Heathrow Express,15,23,3,4,4,5,10,23,22,267,267,0,267,1,4,1,4,9,14,2,2,0,0,0,0,0,1,1,0,0,55.50336933,1,23,0,0,0,0,0,0,0,113.5123286
021CBF9A7CCC484307535A3FAF991CBC20FDE1F451D7D6C8C6C0441F07CE8F61.apk,Cereals,14,9,1,2,2,5,10,9,29,299,299,0,299,1,2,0,0,11,21,2,6,0,0,0,0,0,0,0,2,2,32.47805262,1,0,0,0,0,0,0,0,0,62.06263375
0238D43C314826CE91BEEFD57A5D8F37F7A9A6CA6536D18A39A67A624D2F9329.apk,The Hindu Succession Act 1956,9,0,0,0,0,1,2,0,3,39,39,0,39,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,16.43527055,0,0,0,0,0,0,0,0,0,29.57000589
024573BFEDB783925D2C9935E6CD836C930AEA033531D17187B1137F5379DDF7.apk,Triple Mahjong 2,11,30,1,1,1,1,1,30,5,56,56,0,56,0,0,0,0,8,14,3,4,0,0,0,0,0,0,0,1,0,0.645059824,1,1,0,0,0,0,0,1,0,20.26311851
025CB22147F8263698DAC808DD8AC0A19C6E806D69FE6DDB307BC40F1712E3A2.apk,Pirates Suits Photo Editor,9,0,0,0,0,1,3,0,3,60,60,0,60,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,23.38303471,0,0,0,0,0,0,0,0,0,36.31027675
0281DF438B7423D483762F858269A0F1FBAD0C5E7E9BFD92B3BD06F1056AD7E8.apk,Blocky Crazy Stunt Jumper,14,112,5,6,6,15,21,112,81,782,276,83,257,0,0,0,0,4,11,3,6,0,0,0,0,0,0,0,1,0,76.92130375,1,19,0,0,0,0,0,0,0,240.4793537
029CFD367F367F49CC03556A0341CB1A6DD7098352275767C3603D63AF4EEE02.apk,BMI Calculator,15,1,0,1,1,2,7,1,6,237,237,0,237,1,1,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,69.9594028,0,0,0,0,0,0,0,0,0,69.27896261
02C01FF107E571DC69DF07881D3F87CE9EFEBDDF5BADC7FB8B7E11A5D44C03F6.apk,Tap,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.34457374,0,0,0,0,0,0,0,0,0,21.89609051
02D19A2BA69DEDD067DB19A0072446744A62CFD064F5363639A94D834A3480E7.apk,K-MOOC,14,4,1,1,1,2,3,4,11,57,57,0,57,1,3,1,3,5,7,1,1,0,0,0,0,0,1,1,0,0,79.59489369,1,22,0,0,0,0,0,0,0,167.2704298
02DA0CF05D2BEC32E626E78DA0B19222036890C9010A5B9E39E0BD8E0795C4E6.apk,Amazing Race - Wrong Way,10,0,0,0,0,4,6,0,10,106,106,0,106,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,1,1,43.66167855,0,0,0,0,0,0,0,0,0,46.36184597
03049163EA9D4145474A7084415FDD5AFEA4DA54F7A1C437103B10CA0A26622F.apk,LiveInIdaho,10,4,1,1,1,9,12,4,41,202,202,0,202,2,4,1,3,16,28,4,4,0,0,0,0,0,1,1,0,0,74.80242944,1,60,0,0,0,0,0,0,0,239.3300126
030EA1C3A9C4B6C4D9921FD81C6781B53ABD312CBC45D1AF774F4A6FC115E056.apk,PUB GFX TOOL Plus,18,0,0,2,4,2,6,0,15,402,402,0,402,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,1,1,45.62903714,0,0,0,0,0,0,0,0,0,57.16734171
0339C838ABC7B5229EA6738AB25975C2ABA525EA415F29CE6C083674FB89D005.apk,侍・反射神経,9,68,8,0,8,10,14,68,44,320,320,0,320,4,12,0,0,28,70,9,19,0,0,0,0,0,0,0,6,2,46.92879844,1,0,0,0,0,0,0,0,0,61.33369374
